hour,id,avgspeed,cars
18,8095,55.0,1
18,8100,33.0,1
18,8110,4.0,1
18,8114,34.0,1
18,8117,21.0,1
18,8118,46.0,1
18,8121,47.0,1
18,8122,50.0,1
18,8123,29.0,2
18,8126,17.0,2
18,8128,52.0,1
18,8129,105.0,1
18,8131,89.0,1
18,8132,52.0,1
18,8133,26.0,2
18,8135,43.0,2
18,8137,39.0,1
18,8139,39.0,1
18,8146,94.0,1
18,8151,11.0,4
18,8152,47.0,2
18,8153,39.0,1
18,8163,50.0,1
18,8169,13.0,2
18,8173,45.0,2
18,8176,18.0,1
18,8178,44.0,1
18,8180,38.0,1
18,8189,12.0,3
18,8190,15.0,1
18,8191,2.0,2
18,8192,41.0,1
18,8212,39.0,1
18,8228,105.0,1
18,8233,29.0,4
18,8247,76.0,1
18,8251,52.0,1
18,8261,41.0,1
18,8262,20.0,1
18,8263,52.0,1
18,8269,13.0,2
18,8273,15.0,6
18,8282,42.0,1
18,8290,12.0,3
18,8291,9.0,2
18,8293,55.0,1
18,8304,39.0,1
18,8306,49.0,1
18,8307,20.0,1
18,8308,28.0,1
18,8309,38.0,1
18,8310,25.0,2
18,8317,87.0,1
18,8326,105.0,1
18,8337,36.0,1
18,8338,38.0,2
18,8339,57.0,1
18,8344,29.0,1
18,8351,49.0,1
18,8363,31.0,2
18,8365,62.0,1
18,8367,38.0,1
18,8373,14.0,4
18,8377,15.0,2
18,8387,97.0,1
18,8388,116.0,2
18,8404,12.0,1
18,8413,73.0,1
18,8416,36.0,2
18,8425,113.0,1
18,8449,46.0,1
18,8450,63.0,1
18,8451,66.0,1
18,8452,58.0,1
18,8453,25.0,2
18,8455,42.0,2
18,8469,31.0,1
18,8471,26.0,1
18,8474,14.0,5
18,8478,29.0,6
18,8484,76.0,1
18,8491,1.0,2
18,8502,7.0,1
18,8503,7.0,1
18,8504,7.0,1
18,8505,28.0,1
18,8516,75.0,1
18,8523,132.0,1
18,8524,123.0,1
18,8531,23.0,1
18,8538,70.0,1
18,8550,20.0,1
18,8551,42.0,1
18,8552,83.0,2
18,8553,50.0,1
18,8555,9.0,1
18,8558,16.0,2
18,8561,19.0,3
18,8570,12.0,1
18,8576,16.0,6
18,8578,18.0,4
18,8588,20.0,1
18,8590,86.0,1
18,8591,66.0,4
18,8594,84.0,1
18,8595,65.0,2
18,8603,22.0,2
18,8604,60.0,1
18,8611,42.0,1
18,8622,97.0,2
18,8631,30.0,2
18,8650,51.0,1
18,8653,5.0,1
18,8655,11.0,2
18,8661,31.0,1
18,8662,46.0,1
18,8669,55.0,1
18,8674,17.0,5
18,8675,20.0,5
18,8676,28.0,1
18,8677,40.0,2
18,8683,78.0,1
18,8685,12.0,2
18,8688,28.0,1
18,8691,54.0,1
18,8692,29.0,1
18,8695,7.0,1
18,8701,31.0,1
18,8708,54.0,1
18,8720,100.0,1
18,8724,29.0,1
18,8729,38.0,1
18,8733,9.0,1
18,8742,91.0,1
18,8750,72.0,2
18,8754,91.0,2
18,8755,29.0,1
18,8756,57.0,2
18,8757,81.0,1
18,8762,23.0,1
18,8773,3.0,2
18,8774,22.0,2
18,8775,4.0,1
18,8776,9.0,2
18,8783,76.0,2
18,8786,36.0,1
18,8816,62.0,1
18,8820,99.0,1
18,8823,26.0,1
18,8834,26.0,1
18,8849,36.0,1
18,8851,21.0,1
18,8852,1.0,2
18,8857,44.0,1
18,8870,5.0,6
18,8871,25.0,1
18,8873,17.0,1
18,8874,5.0,3
18,8875,14.0,4
18,8877,9.0,1
18,8880,60.0,1
18,8881,47.0,1
18,8883,71.0,1
18,8887,2.0,2
18,8892,33.0,1
18,8918,70.0,1
18,8922,7.0,1
18,8924,10.0,2
18,8927,2.0,0
18,8928,34.0,1
18,8935,21.0,2
18,8955,39.0,1
18,8959,94.0,1
18,8963,44.0,2
18,8971,19.0,5
18,8975,12.0,1
18,8976,2.0,1
18,8977,15.0,2
18,8981,5.0,1
18,8983,53.0,2
18,9016,52.0,2
18,9017,47.0,1
18,9019,39.0,1
18,9033,33.0,1
18,9037,26.0,1
18,9038,7.0,1
18,9046,83.0,1
18,9051,113.0,1
18,9055,15.0,1
18,9057,20.0,2
18,9062,81.0,1
18,9064,78.0,1
18,9065,80.0,2
18,9067,113.0,1
18,9068,59.0,3
18,9073,6.0,3
18,9075,4.0,4
18,9077,20.0,1
18,9078,43.0,2
18,9082,17.0,5
18,9134,50.0,1
18,9145,97.0,1
18,9148,5.0,2
18,9151,67.0,2
18,9153,1.0,1
18,9155,2.0,3
18,9164,36.0,1
18,9171,39.0,2
18,9172,62.0,2
18,9173,80.0,2
18,9174,18.0,3
18,9175,37.0,2
18,9181,14.0,3
18,9182,11.0,7
18,9211,15.0,1
18,9214,100.0,1
18,9225,17.0,2
18,9265,17.0,1
18,9270,21.0,1
18,9275,63.0,2
18,9276,42.0,4
18,9277,31.0,1
18,9278,21.0,2
18,9279,54.0,3
18,9285,49.0,1
18,9286,49.0,1
18,9345,71.0,1
18,9363,1.0,1
18,9368,34.0,1
18,9372,13.0,1
18,9377,22.0,8
18,9378,41.0,3
18,9380,10.0,1
18,9383,35.0,4
18,9403,28.0,1
18,9406,42.0,1
18,9411,118.0,2
18,9412,111.0,2
18,9417,39.0,1
18,9422,31.0,1
18,9424,54.0,1
18,9456,7.0,1
18,9458,20.0,1
18,9472,13.0,5
18,9474,57.0,1
18,9477,3.0,1
18,9485,87.0,1
18,9486,50.0,1
18,9521,13.0,1
18,9526,70.0,1
18,9546,39.0,1
18,9547,55.0,1
18,9549,68.0,1
18,9550,92.0,1
18,9552,55.0,1
18,9553,84.0,1
18,9567,50.0,1
18,9572,36.0,1
18,9578,13.0,3
18,9606,35.0,2
18,9608,41.0,3
18,9609,58.0,2
18,9614,28.0,1
18,9625,58.0,1
18,9655,86.0,1
18,9662,47.0,1
18,9673,7.0,2
18,9677,55.0,9
18,9706,27.0,2
18,9712,71.0,1
18,9719,71.0,1
18,9723,33.0,3
18,9755,92.0,1
18,9806,102.0,1
18,9852,25.0,1
18,9853,29.0,1
18,9865,20.0,1
18,9868,32.0,2
18,9874,103.0,2
18,9905,124.0,3
18,9961,85.0,2
18,9962,89.0,1
18,9967,20.0,1
18,9972,44.0,1
18,35,128.0,2
18,49,13.0,5
18,63,46.0,3
18,64,54.0,1
18,73,28.0,1
18,74,73.0,2
18,99,55.0,1
