id,speed,cars
3738,45.0,88
3739,28.0,2
3745,21.0,76
3746,36.0,32
3747,26.0,38
3748,31.0,79
3749,37.0,7
3750,47.0,10
3751,37.0,30
3752,30.0,48
3753,72.0,43
3754,30.0,23
3755,35.0,98
3756,18.0,133
3757,25.0,30
3758,29.0,53
3759,46.0,64
3760,57.0,29
3761,27.0,20
3762,28.0,16
3763,28.0,120
3764,36.0,50
3765,31.0,108
3766,54.0,23
3767,46.0,7
3768,36.0,24
3769,35.0,78
3770,31.0,35
3771,33.0,29
3772,36.0,23
3773,36.0,43
3774,72.0,86
3775,34.0,65
3776,28.0,8
3777,23.0,18
3778,22.0,7
3779,31.0,8
3780,34.0,1
3781,57.0,66
3782,84.0,154
3783,59.0,18
3785,41.0,3
3788,59.0,7
3793,45.0,8
3794,63.0,1
3795,35.0,7
3796,37.0,8
3797,46.0,5
3800,28.0,1
3812,68.0,17
3813,1.0,4
3821,101.0,81
3825,26.0,10
3826,18.0,58
3827,28.0,28
3828,19.0,2
3829,14.0,60
3830,27.0,73
3831,54.0,62
3832,42.0,156
3833,23.0,31
3834,26.0,12
3835,32.0,16
3836,53.0,5
3837,48.0,37
3838,49.0,45
3839,36.0,66
3840,27.0,4
3843,31.0,13
3844,40.0,42
3845,49.0,27
3846,34.0,17
3847,38.0,31
3848,33.0,156
3849,37.0,74
3850,47.0,77
3851,39.0,97
3852,40.0,100
3853,51.0,66
3854,48.0,153
3855,45.0,192
3856,33.0,150
3857,47.0,81
3858,26.0,257
3859,31.0,267
3860,31.0,190
3861,30.0,136
3862,44.0,101
3863,28.0,173
3864,33.0,22
3865,32.0,34
3866,46.0,16
3867,37.0,67
3868,43.0,46
3869,26.0,76
3870,33.0,33
3871,30.0,47
3872,56.0,67
3873,68.0,70
3874,43.0,7
3875,52.0,22
3876,29.0,3
3877,25.0,15
3878,25.0,2
3879,37.0,3
3881,46.0,6
3882,90.0,126
3885,29.0,20
3888,69.0,4
3893,46.0,14
3894,61.0,7
3895,32.0,8
3900,52.0,1
3911,58.0,13
3912,87.0,1
3916,57.0,1
3921,100.0,69
3924,41.0,2
3925,21.0,20
3926,21.0,32
3927,30.0,36
3928,25.0,54
3929,24.0,70
3930,29.0,17
3931,37.0,71
3932,52.0,1
3933,60.0,55
3934,56.0,22
3935,19.0,29
3936,36.0,15
3938,59.0,24
3939,46.0,73
3940,44.0,46
3941,21.0,21
3942,35.0,15
3943,30.0,40
3944,42.0,22
3945,9.0,9
3946,22.0,10
3947,40.0,82
3948,28.0,36
3949,15.0,46
3950,31.0,4
3951,33.0,26
3952,26.0,6
3953,39.0,1
3954,42.0,58
3955,48.0,54
3956,27.0,56
3957,22.0,27
3958,21.0,58
3959,45.0,80
3960,16.0,31
3961,30.0,27
3962,19.0,32
3963,28.0,104
3964,38.0,104
3965,38.0,96
3966,54.0,51
3967,38.0,92
3968,34.0,108
3969,37.0,22
3970,37.0,25
3971,28.0,307
3972,48.0,63
3973,14.0,12
3974,49.0,14
3975,62.0,2
3977,38.0,4
3982,96.0,119
3984,7.0,1
3985,40.0,18
3988,66.0,8
3992,52.0,5
3993,57.0,2
3995,54.0,4
3996,34.0,1
4005,89.0,1
4006,71.0,10
4007,74.0,13
4008,79.0,6
4010,31.0,13
4011,40.0,21
4012,18.0,1
4021,104.0,71
4024,41.0,1
4025,28.0,5
4026,26.0,2
4027,19.0,4
4028,33.0,18
4029,25.0,38
4030,32.0,53
4031,46.0,25
4034,33.0,110
4035,35.0,64
4036,32.0,2
4037,45.0,14
4038,35.0,90
4039,5.0,5
4040,51.0,40
4041,49.0,72
4042,37.0,63
4043,34.0,22
4044,26.0,6
4045,24.0,14
4046,37.0,98
4047,35.0,7
4048,20.0,68
4049,29.0,38
4050,33.0,46
4051,15.0,6
4052,20.0,18
4053,18.0,12
4054,42.0,54
4055,35.0,61
4056,27.0,28
4057,22.0,7
4058,33.0,31
4059,37.0,95
4060,15.0,128
4061,18.0,34
4062,22.0,23
4063,32.0,50
4064,28.0,64
4065,30.0,27
4066,27.0,45
4067,41.0,25
4068,27.0,139
4069,37.0,137
4070,33.0,231
4071,37.0,128
4072,26.0,12
4073,13.0,4
4074,33.0,28
4075,4.0,1
4078,29.0,5
4082,95.0,102
4083,90.0,19
4084,35.0,2
4085,19.0,29
4086,20.0,5
4087,17.0,40
4088,54.0,8
4092,61.0,5
4094,20.0,6
4095,37.0,6
4101,80.0,12
4102,76.0,10
4103,78.0,7
4104,78.0,8
4105,76.0,9
4108,70.0,3
4109,68.0,9
4110,43.0,46
4111,60.0,4
4112,22.0,2
4118,62.0,1
4121,90.0,87
4122,16.0,7
4125,43.0,2
4126,14.0,12
4127,45.0,4
4128,22.0,9
4129,20.0,4
4130,42.0,67
4131,46.0,29
4132,51.0,20
4133,39.0,33
4134,30.0,3
4135,35.0,28
4136,52.0,59
4137,39.0,88
4138,45.0,10
4139,49.0,31
4140,39.0,50
4141,43.0,14
4142,53.0,33
4143,30.0,90
4144,44.0,60
4145,51.0,42
4146,52.0,40
4147,33.0,14
4148,22.0,30
4149,37.0,11
4150,38.0,81
4151,30.0,315
4152,37.0,195
4153,50.0,166
4154,29.0,291
4155,28.0,341
4156,28.0,340
4157,28.0,316
4158,28.0,326
4159,39.0,118
4160,23.0,7
4161,24.0,62
4162,18.0,120
4163,40.0,134
4164,37.0,48
4165,43.0,40
4166,38.0,46
4167,34.0,75
4168,31.0,182
4169,29.0,79
4170,32.0,43
4171,32.0,246
4172,41.0,26
4173,38.0,36
4174,24.0,29
4177,27.0,6
4178,36.0,9
4179,32.0,6
4180,27.0,5
4181,42.0,2
4182,94.0,31
4183,82.0,80
4184,37.0,29
4185,40.0,21
4186,48.0,11
4187,38.0,19
4188,38.0,1
4192,45.0,11
4194,33.0,4
4195,22.0,7
4196,21.0,2
4208,15.0,12
4209,64.0,3
4210,62.0,6
4211,62.0,22
4212,71.0,6
4221,100.0,41
4222,94.0,37
4224,55.0,2
4225,37.0,14
4226,32.0,10
4227,26.0,8
4228,27.0,4
4229,48.0,16
4230,45.0,54
4231,24.0,2
4232,7.0,2
4233,42.0,14
4234,42.0,31
4235,41.0,21
4236,55.0,1
4237,31.0,75
4238,48.0,90
4239,33.0,115
4240,33.0,14
4241,43.0,25
4242,36.0,45
4243,33.0,23
4244,50.0,1
4245,52.0,71
4246,50.0,57
4247,36.0,60
4248,32.0,61
4249,38.0,103
4250,34.0,258
4251,26.0,58
4252,30.0,47
4253,20.0,2
4254,30.0,59
4255,21.0,89
4256,24.0,185
4257,25.0,51
4258,34.0,16
4259,30.0,335
4260,49.0,170
4261,32.0,318
4262,27.0,267
4263,30.0,300
4264,35.0,227
4265,35.0,185
4266,32.0,176
4267,33.0,242
4268,37.0,36
4269,25.0,4
4270,21.0,4
4271,59.0,64
4273,58.0,12
4274,28.0,3
4275,21.0,5
4277,29.0,6
4278,30.0,4
4279,30.0,7
4280,26.0,10
4281,46.0,5
4282,49.0,25
4283,91.0,127
4287,26.0,5
4292,64.0,6
4294,35.0,3
4295,20.0,2
4296,33.0,2
4307,24.0,3
4308,29.0,23
4309,40.0,23
4310,54.0,6
4311,26.0,12
4312,74.0,26
4318,38.0,1
4319,24.0,13
4320,21.0,6
4321,46.0,2
4322,103.0,77
4323,41.0,3
4324,34.0,9
4325,12.0,10
4326,23.0,12
4327,16.0,5
4328,12.0,4
4329,50.0,52
4333,15.0,6
4335,57.0,4
4336,44.0,41
4337,53.0,8
4338,17.0,14
4339,39.0,33
4340,50.0,68
4341,50.0,56
4342,32.0,43
4343,26.0,86
4344,32.0,68
4345,29.0,164
4346,27.0,51
4347,38.0,7
4348,27.0,28
4349,41.0,295
4350,26.0,143
4351,30.0,158
4352,31.0,22
4353,29.0,27
4354,26.0,52
4355,14.0,8
4356,23.0,151
4357,24.0,50
4358,27.0,81
4359,27.0,166
4360,29.0,84
4361,28.0,71
4362,26.0,117
4363,28.0,94
4364,31.0,77
4365,24.0,95
4366,26.0,229
4367,27.0,271
4368,27.0,18
4369,29.0,21
4370,18.0,19
4371,52.0,74
4372,8.0,4
4373,39.0,11
4374,15.0,21
4377,68.0,2
4379,18.0,6
4380,31.0,1
4381,48.0,15
4382,28.0,38
4383,91.0,86
4386,52.0,2
4387,35.0,5
4392,65.0,6
4395,14.0,2
4407,19.0,3
4408,41.0,7
4409,32.0,2
4410,25.0,25
4411,32.0,30
4412,42.0,51
4413,44.0,9
4417,50.0,2
4419,29.0,1
4420,31.0,8
4421,47.0,1
4422,105.0,80
4423,13.0,3
4424,19.0,25
4425,26.0,10
4426,33.0,1
4428,58.0,19
4429,58.0,25
4430,47.0,47
4436,56.0,34
4437,21.0,2
4438,45.0,9
4439,37.0,24
4440,41.0,12
4441,28.0,23
4442,32.0,116
4443,37.0,93
4444,30.0,169
4445,31.0,33
4446,39.0,57
4447,28.0,120
4448,30.0,197
4449,37.0,72
4450,35.0,7
4451,34.0,5
4452,26.0,134
4453,26.0,134
4454,17.0,32
4455,19.0,4
4456,20.0,74
4457,29.0,81
4458,28.0,44
4459,31.0,85
4460,27.0,179
4461,23.0,160
4462,23.0,162
4463,31.0,60
4464,27.0,164
4465,26.0,178
4466,31.0,66
4467,33.0,139
4468,34.0,117
4469,37.0,34
4470,21.0,91
4471,30.0,226
4472,26.0,20
4473,25.0,66
4474,18.0,22
4477,39.0,2
4478,20.0,1
4479,43.0,2
4480,33.0,48
4481,41.0,8
4482,94.0,73
4483,96.0,46
4485,48.0,2
4486,54.0,1
4492,61.0,5
4493,44.0,3
4495,42.0,1
4507,35.0,5
4508,13.0,2
4509,22.0,3
4510,15.0,4
4512,51.0,13
4513,56.0,32
4514,48.0,42
4515,60.0,7
4516,37.0,3
4519,5.0,2
4520,25.0,1
4521,25.0,12
4522,97.0,72
4523,22.0,4
4524,8.0,10
4525,42.0,37
4526,41.0,13
4527,47.0,17
4528,62.0,70
4529,58.0,41
4530,48.0,23
4531,68.0,62
4532,70.0,16
4533,17.0,1
4535,38.0,14
4536,50.0,25
4537,25.0,5
4538,37.0,40
4539,21.0,26
4540,32.0,22
4541,27.0,57
4542,24.0,37
4543,14.0,143
4544,30.0,189
4545,38.0,54
4546,34.0,56
4547,31.0,38
4548,33.0,273
4549,43.0,59
4550,27.0,45
4551,34.0,30
4552,23.0,11
4553,18.0,219
4554,26.0,70
4555,30.0,177
4556,26.0,401
4557,22.0,518
4558,26.0,392
4559,30.0,287
4560,32.0,183
4561,47.0,162
4562,29.0,215
4563,40.0,149
4564,27.0,436
4565,27.0,52
4566,29.0,69
4567,30.0,37
4568,31.0,239
4569,24.0,45
4570,25.0,57
4571,32.0,160
4572,29.0,30
4573,30.0,56
4574,20.0,13
4575,15.0,23
4576,24.0,3
4577,33.0,12
4578,18.0,3
4579,33.0,53
4580,36.0,26
4581,32.0,14
4582,93.0,123
4583,44.0,4
4584,23.0,5
4592,15.0,4
4593,58.0,1
4594,65.0,2
4595,55.0,1
4607,63.0,1
4611,51.0,10
4612,43.0,7
4615,65.0,16
4616,46.0,42
4617,58.0,23
4622,84.0,104
4623,47.0,9
4624,50.0,8
4625,64.0,44
4626,52.0,89
4627,36.0,148
4628,56.0,7
4630,30.0,10
4631,34.0,7
4632,67.0,37
4633,70.0,53
4634,52.0,71
4635,40.0,101
4636,28.0,15
4637,28.0,15
4638,34.0,28
4639,31.0,23
4640,30.0,6
4641,36.0,46
4642,37.0,25
4643,33.0,78
4644,28.0,69
4645,7.0,6
4646,30.0,69
4647,34.0,141
4648,27.0,197
4649,25.0,14
4650,38.0,57
4651,32.0,103
4652,23.0,69
4653,20.0,57
4654,24.0,257
4655,42.0,170
4656,19.0,41
4657,21.0,2
4658,20.0,136
4659,27.0,56
4660,22.0,20
4661,19.0,28
4662,25.0,54
4663,23.0,46
4664,42.0,199
4665,30.0,44
4666,25.0,48
4667,26.0,76
4668,37.0,78
4669,34.0,137
4670,24.0,46
4671,35.0,136
4672,26.0,21
4673,42.0,19
4674,21.0,30
4675,5.0,1
4676,38.0,5
4677,47.0,10
4678,37.0,32
4679,39.0,36
4680,12.0,9
4681,93.0,107
4682,70.0,31
4683,28.0,19
4692,71.0,2
4694,77.0,7
4711,44.0,19
4717,55.0,11
4718,47.0,36
4719,62.0,28
4720,42.0,62
4721,69.0,28
4722,70.0,142
4723,52.0,93
4724,76.0,57
4725,64.0,34
4726,19.0,5
4727,33.0,50
4728,25.0,48
4729,35.0,27
4730,28.0,7
4731,12.0,13
4732,15.0,28
4733,41.0,16
4734,37.0,12
4735,42.0,55
4736,52.0,57
4737,36.0,106
4738,43.0,37
4739,42.0,7
4740,51.0,23
4741,21.0,3
4742,20.0,10
4743,48.0,50
4744,47.0,22
4745,39.0,20
4746,31.0,41
4747,35.0,150
4748,30.0,62
4749,32.0,81
4750,24.0,109
4751,22.0,30
4752,30.0,97
4753,30.0,233
4754,32.0,213
4755,31.0,73
4756,24.0,51
4757,27.0,134
4758,25.0,199
4759,27.0,144
4760,45.0,64
4761,30.0,86
4762,24.0,42
4763,24.0,13
4764,35.0,37
4765,34.0,259
4766,25.0,34
4767,25.0,71
4768,26.0,69
4769,33.0,185
4770,23.0,55
4771,26.0,240
4772,45.0,38
4773,31.0,66
4774,41.0,42
4775,65.0,23
4776,36.0,24
4777,34.0,57
4778,39.0,13
4779,18.0,4
4780,68.0,19
4781,98.0,109
4791,24.0,3
4794,75.0,6
4795,63.0,1
4806,63.0,3
4810,41.0,12
4811,41.0,8
4819,47.0,6
4820,58.0,11
4821,50.0,10
4822,83.0,109
4823,70.0,4
4825,37.0,22
4826,38.0,24
4827,24.0,26
4828,24.0,20
4829,32.0,45
4830,37.0,46
4831,39.0,58
4832,39.0,57
4833,31.0,26
4834,49.0,9
4835,40.0,44
4836,29.0,1
4837,42.0,29
4838,41.0,29
4839,35.0,63
4840,37.0,116
4841,41.0,7
4842,45.0,11
4843,54.0,45
4844,46.0,6
4845,33.0,59
4846,36.0,86
4847,39.0,134
4848,32.0,55
4849,27.0,52
4850,27.0,48
4851,33.0,64
4852,32.0,167
4853,36.0,188
4854,33.0,45
4855,32.0,83
4856,23.0,216
4857,19.0,110
4858,19.0,129
4859,21.0,52
4860,26.0,48
4861,42.0,29
4862,45.0,31
4863,19.0,5
4864,31.0,12
4865,32.0,235
4866,21.0,59
4867,22.0,45
4868,31.0,66
4869,29.0,239
4870,34.0,36
4871,29.0,186
4872,46.0,28
4873,32.0,29
4874,13.0,10
4876,29.0,59
4877,30.0,42
4878,39.0,7
4879,21.0,3
4880,92.0,79
4881,78.0,32
4891,41.0,4
4894,84.0,3
4895,51.0,2
4899,58.0,8
4900,53.0,5
4905,68.0,3
4910,36.0,11
4919,50.0,11
4920,48.0,3
4922,96.0,79
4923,35.0,4
4924,50.0,21
4925,31.0,36
4926,30.0,26
4927,17.0,15
4928,30.0,55
4929,31.0,17
4931,13.0,2
4932,4.0,1
4933,33.0,66
4934,42.0,40
4935,34.0,93
4936,38.0,52
4937,42.0,56
4938,46.0,38
4939,33.0,16
4940,31.0,30
4941,36.0,68
4942,33.0,129
4943,49.0,38
4944,43.0,41
4945,35.0,31
4946,40.0,136
4947,29.0,85
4948,28.0,39
4949,34.0,48
4950,26.0,86
4951,34.0,145
4952,43.0,68
4953,25.0,30
4954,32.0,85
4955,38.0,46
4956,17.0,36
4957,14.0,72
4958,24.0,33
4959,16.0,33
4960,22.0,86
4961,34.0,31
4962,43.0,65
4963,26.0,23
4964,26.0,28
4965,30.0,236
4966,22.0,165
4967,29.0,84
4968,30.0,97
4969,31.0,225
4970,28.0,99
4971,28.0,235
4972,36.0,87
4973,26.0,123
4974,35.0,100
4975,38.0,114
4976,33.0,140
4977,54.0,84
4978,64.0,64
4979,58.0,73
4980,84.0,137
4981,68.0,82
4982,68.0,60
4983,76.0,68
4984,78.0,58
4985,75.0,64
4986,66.0,59
4987,70.0,67
4988,37.0,98
4989,21.0,76
4990,17.0,17
4991,19.0,33
4994,73.0,3
4997,47.0,1
4998,46.0,7
4999,44.0,2
5005,40.0,3
5009,62.0,1
5010,61.0,3
5018,36.0,3
5019,40.0,7
5020,30.0,2
5021,22.0,2
5022,93.0,88
5023,46.0,1
5024,41.0,4
5025,32.0,43
5026,25.0,31
5027,43.0,14
5028,44.0,5
5033,26.0,17
5034,45.0,5
5035,59.0,23
5038,53.0,23
5039,37.0,100
5040,38.0,37
5041,38.0,48
5042,29.0,160
5043,30.0,64
5044,34.0,37
5045,42.0,4
5046,30.0,173
5047,40.0,32
5048,35.0,51
5049,29.0,53
5050,27.0,44
5051,31.0,54
5052,42.0,67
5053,27.0,28
5054,15.0,56
5055,34.0,96
5056,23.0,23
5057,17.0,15
5058,25.0,38
5059,20.0,19
5060,16.0,16
5061,30.0,51
5062,26.0,59
5063,32.0,114
5064,22.0,48
5065,34.0,213
5066,24.0,144
5067,25.0,148
5068,25.0,138
5069,26.0,208
5070,28.0,46
5071,37.0,130
5072,31.0,56
5073,26.0,116
5074,26.0,61
5075,33.0,25
5076,15.0,70
5077,22.0,8
5079,50.0,19
5080,82.0,118
5081,58.0,22
5082,36.0,6
5086,10.0,24
5087,8.0,5
5088,43.0,28
5089,41.0,42
5090,25.0,20
5094,52.0,3
5095,54.0,2
5097,61.0,3
5098,38.0,20
5099,37.0,9
5100,29.0,7
5109,67.0,7
5116,3.0,1
5117,28.0,11
5118,39.0,10
5120,9.0,8
5121,22.0,4
5122,103.0,70
5123,39.0,1
5124,27.0,12
5125,23.0,63
5126,13.0,2
5127,37.0,22
5128,13.0,1
5133,34.0,11
5134,42.0,43
5135,55.0,10
5139,30.0,64
5140,32.0,21
5141,33.0,19
5142,34.0,103
5143,31.0,44
5144,33.0,73
5145,32.0,165
5146,38.0,81
5147,31.0,50
5148,32.0,98
5149,32.0,49
5150,30.0,75
5151,25.0,107
5152,26.0,183
5153,25.0,26
5154,32.0,5
5155,30.0,140
5156,26.0,50
5157,23.0,42
5158,18.0,20
5159,17.0,24
5160,10.0,5
5161,18.0,12
5162,41.0,22
5163,32.0,114
5164,37.0,18
5165,47.0,156
5166,28.0,88
5167,27.0,46
5168,24.0,68
5169,36.0,146
5170,20.0,62
5171,33.0,107
5172,29.0,26
5173,26.0,44
5174,32.0,32
5175,39.0,11
5176,38.0,3
5177,34.0,4
5180,88.0,57
5181,85.0,35
5182,27.0,4
5189,45.0,28
5190,50.0,46
5191,53.0,48
5192,24.0,36
5195,44.0,12
5196,64.0,10
5197,46.0,22
5198,68.0,1
5204,61.0,2
5209,66.0,6
5217,44.0,8
5218,23.0,1
5220,42.0,2
5222,105.0,43
5223,107.0,28
5224,16.0,2
5225,36.0,25
5226,21.0,4
5227,15.0,15
5228,22.0,4
5233,34.0,9
5234,54.0,20
5235,53.0,2
5236,49.0,13
5237,29.0,2
5239,45.0,36
5240,32.0,91
5241,38.0,41
5242,25.0,131
5243,26.0,75
5244,29.0,93
5245,33.0,162
5246,25.0,67
5247,23.0,112
5248,26.0,196
5249,32.0,110
5250,27.0,187
5251,39.0,47
5252,27.0,230
5253,28.0,45
5254,25.0,70
5255,31.0,141
5256,27.0,146
5257,24.0,113
5258,24.0,21
5259,28.0,15
5260,29.0,18
5261,24.0,41
5262,23.0,23
5263,37.0,99
5264,38.0,18
5265,33.0,253
5266,27.0,113
5267,27.0,110
5268,28.0,104
5269,29.0,227
5270,32.0,73
5271,33.0,209
5272,33.0,101
5273,27.0,162
5274,26.0,117
5275,31.0,14
5276,2.0,1
5277,48.0,2
5280,98.0,59
5281,100.0,42
5282,37.0,4
5290,34.0,3
5291,54.0,2
5292,59.0,37
5295,56.0,10
5297,56.0,10
5298,58.0,5
5299,10.0,1
5300,37.0,2
5301,24.0,22
5302,54.0,1
5303,40.0,2
5304,57.0,2
5308,44.0,1
5309,60.0,1
5317,58.0,3
5318,30.0,8
5319,32.0,6
5320,39.0,4
5321,56.0,2
5322,15.0,1
5323,99.0,88
5324,54.0,12
5325,25.0,2
5326,38.0,7
5327,24.0,10
5331,14.0,2
5332,29.0,3
5333,35.0,20
5334,31.0,40
5335,48.0,28
5336,37.0,11
5337,33.0,23
5338,51.0,71
5339,36.0,57
5340,27.0,6
5341,24.0,60
5342,21.0,104
5343,25.0,34
5344,28.0,29
5345,30.0,223
5346,24.0,35
5347,21.0,46
5348,26.0,131
5349,31.0,45
5350,31.0,52
5351,32.0,71
5352,26.0,42
5353,36.0,62
5354,24.0,46
5355,32.0,110
5356,41.0,98
5357,38.0,124
5358,25.0,108
5359,20.0,46
5360,28.0,30
5361,23.0,57
5362,46.0,18
5363,33.0,91
5364,28.0,40
5365,37.0,208
5366,29.0,42
5367,30.0,29
5368,28.0,66
5369,25.0,191
5370,30.0,30
5371,33.0,156
5372,23.0,22
5373,23.0,69
5374,39.0,7
5375,36.0,87
5376,43.0,76
5377,48.0,31
5378,36.0,45
5379,12.0,3
5380,99.0,47
5381,97.0,39
5382,7.0,19
5385,21.0,1
5390,34.0,1
5392,71.0,35
5395,69.0,7
5398,43.0,21
5399,29.0,3
5400,34.0,1
5401,11.0,28
5403,32.0,3
5408,57.0,6
5409,48.0,3
5410,58.0,1
5417,49.0,6
5418,31.0,5
5419,31.0,1
5421,30.0,2
5422,32.0,14
5423,91.0,86
5431,18.0,5
5432,32.0,5
5433,28.0,19
5434,31.0,7
5435,20.0,7
5436,29.0,67
5437,52.0,45
5438,32.0,11
5439,28.0,5
5440,24.0,10
5441,29.0,25
5442,26.0,92
5443,26.0,49
5444,23.0,33
5445,29.0,218
5446,28.0,51
5447,34.0,40
5448,42.0,89
5449,33.0,19
5450,21.0,24
5451,28.0,136
5452,32.0,62
5453,29.0,35
5454,28.0,158
5455,33.0,16
5456,34.0,26
5457,31.0,141
5458,23.0,87
5459,30.0,25
5460,17.0,8
5461,23.0,110
5462,33.0,81
5463,42.0,8
5464,33.0,92
5465,36.0,245
5466,26.0,17
5467,28.0,67
5468,26.0,88
5469,28.0,201
5470,22.0,40
5471,37.0,114
5472,30.0,14
5473,22.0,86
5474,30.0,10
5475,27.0,32
5476,19.0,4
5477,39.0,52
5478,33.0,49
5479,50.0,58
5480,47.0,51
5481,78.0,165
5482,44.0,32
5483,56.0,33
5484,47.0,34
5485,61.0,20
5486,65.0,22
5487,59.0,28
5488,63.0,28
5489,51.0,13
5492,63.0,32
5495,79.0,9
5498,50.0,22
5499,26.0,6
5500,36.0,1
5508,56.0,3
5509,44.0,1
5510,58.0,1
5516,57.0,5
5517,45.0,9
5518,17.0,13
5519,7.0,1
5520,36.0,1
5523,91.0,109
5524,52.0,17
5527,10.0,1
5532,22.0,18
5533,29.0,5
5534,26.0,10
5535,49.0,20
5536,40.0,43
5537,48.0,21
5538,22.0,26
5539,35.0,11
5540,35.0,31
5541,26.0,20
5542,26.0,56
5543,30.0,50
5544,34.0,85
5545,33.0,103
5546,34.0,20
5547,29.0,165
5548,33.0,81
5549,30.0,46
5550,24.0,133
5551,34.0,93
5552,45.0,14
5553,28.0,109
5554,25.0,25
5556,46.0,1
5557,35.0,154
5558,16.0,19
5559,21.0,95
5560,27.0,82
5561,29.0,63
5562,34.0,36
5563,47.0,13
5564,37.0,78
5565,27.0,504
5566,23.0,15
5567,31.0,76
5568,23.0,133
5569,23.0,273
5570,28.0,33
5571,37.0,106
5572,27.0,17
5573,29.0,52
5574,22.0,24
5575,26.0,29
5577,49.0,7
5578,41.0,29
5579,27.0,6
5580,54.0,1
5581,87.0,126
5582,38.0,15
5583,40.0,22
5584,32.0,10
5588,62.0,2
5589,33.0,19
5590,48.0,28
5591,26.0,71
5592,38.0,102
5595,56.0,7
5598,40.0,34
5599,18.0,3
5604,54.0,1
5607,57.0,6
5608,71.0,1
5612,57.0,6
5613,44.0,1
5614,60.0,3
5615,51.0,2
5616,56.0,4
5620,52.0,1
5621,54.0,3
5622,104.0,56
5623,107.0,38
5624,59.0,5
5625,39.0,9
5626,30.0,5
5627,41.0,3
5628,36.0,12
5629,50.0,14
5630,50.0,6
5632,38.0,4
5633,50.0,19
5634,34.0,107
5635,41.0,32
5636,12.0,1
5637,46.0,23
5638,29.0,14
5639,28.0,17
5640,41.0,3
5641,26.0,23
5642,29.0,28
5643,25.0,48
5644,30.0,278
5645,37.0,40
5646,33.0,71
5647,48.0,62
5648,2.0,1
5649,26.0,7
5650,27.0,68
5651,34.0,57
5652,34.0,71
5653,30.0,95
5654,14.0,3
5655,35.0,47
5656,43.0,25
5657,43.0,81
5658,25.0,45
5659,24.0,86
5660,28.0,55
5661,23.0,44
5662,32.0,51
5663,56.0,111
5664,41.0,172
5665,27.0,243
5666,27.0,194
5667,25.0,64
5668,19.0,108
5669,21.0,253
5670,17.0,41
5671,34.0,131
5672,30.0,18
5673,41.0,39
5674,34.0,8
5675,46.0,17
5677,35.0,7
5678,50.0,18
5679,39.0,42
5680,51.0,33
5681,87.0,124
5682,29.0,2
5685,34.0,9
5686,26.0,14
5692,28.0,4
5693,58.0,74
5694,56.0,53
5695,38.0,98
5696,49.0,4
5698,49.0,15
5699,25.0,2
5708,54.0,6
5709,41.0,2
5715,26.0,14
5716,18.0,24
5717,33.0,11
5718,54.0,2
5720,50.0,5
5721,116.0,1
5722,106.0,80
5725,46.0,10
5726,36.0,28
5727,47.0,15
5728,42.0,2
5730,42.0,10
5731,28.0,80
5732,47.0,56
5733,46.0,29
5735,50.0,7
5736,55.0,1
5737,30.0,17
5740,46.0,9
5741,16.0,4
5742,34.0,19
5743,29.0,46
5744,34.0,194
5745,23.0,80
5746,27.0,49
5747,35.0,87
5750,38.0,37
5751,22.0,30
5752,33.0,45
5753,21.0,275
5754,30.0,128
5755,27.0,94
5756,26.0,89
5757,26.0,314
5758,21.0,108
5759,24.0,60
5760,24.0,17
5761,37.0,41
5762,29.0,349
5763,36.0,125
5764,26.0,110
5765,24.0,102
5766,29.0,253
5767,22.0,57
5768,24.0,116
5769,27.0,233
5770,21.0,45
5771,45.0,106
5772,37.0,9
5773,39.0,25
5774,5.0,1
5775,33.0,12
5777,42.0,34
5778,46.0,15
5779,37.0,19
5780,35.0,23
5781,88.0,127
5782,66.0,4
5783,62.0,2
5786,25.0,8
5796,53.0,48
5797,54.0,74
5798,50.0,83
5799,53.0,47
5800,54.0,52
5802,12.0,2
5807,68.0,1
5808,60.0,3
5815,24.0,8
5816,30.0,11
5817,19.0,13
5819,42.0,2
5821,105.0,85
5822,106.0,3
5826,43.0,19
5829,60.0,39
5830,61.0,52
5831,43.0,47
5832,49.0,30
5835,46.0,17
5836,44.0,13
5837,55.0,5
5838,37.0,9
5839,43.0,11
5840,43.0,16
5841,50.0,11
5842,50.0,9
5843,47.0,26
5844,33.0,236
5845,23.0,45
5846,28.0,60
5847,30.0,147
5848,39.0,3
5849,37.0,26
5850,26.0,48
5851,28.0,22
5852,28.0,192
5853,26.0,57
5854,25.0,49
5855,22.0,46
5856,20.0,27
5857,29.0,204
5858,36.0,208
5859,33.0,174
5860,28.0,302
5861,29.0,184
5862,22.0,161
5863,27.0,201
5864,20.0,42
5865,26.0,54
5866,28.0,73
5867,25.0,322
5868,20.0,95
5869,19.0,277
5870,24.0,34
5871,27.0,239
5872,28.0,45
5873,32.0,56
5874,33.0,28
5875,24.0,58
5876,20.0,1
5877,34.0,48
5878,34.0,30
5879,29.0,21
5880,85.0,29
5881,105.0,63
5883,69.0,7
5884,53.0,12
5885,37.0,14
5886,27.0,25
5887,13.0,9
5888,24.0,2
5897,62.0,13
5898,49.0,3
5900,54.0,2
5902,33.0,1
5903,50.0,1
5904,1.0,3
5906,9.0,5
5907,52.0,3
5908,60.0,3
5914,44.0,2
5915,38.0,8
5916,32.0,14
5920,106.0,54
5921,103.0,36
5925,27.0,9
5926,30.0,98
5927,55.0,62
5928,66.0,38
5929,57.0,11
5932,56.0,10
